ltla,round,mid_round_date,positive,number_samples,m,l,u
Maidstone,7,2020-11-23,8,551,1.4519056261343013,0.7374988420323086,2.838560319600421
Maidstone,8,2021-01-14,14,562,2.491103202846975,1.489593999109134,4.137681684623359
Maldon,7,2020-11-23,2,523,0.3824091778202677,0.10493310764876979,1.3834575057715943
Maldon,8,2021-01-14,4,534,0.7490636704119851,0.29167064183223906,1.9099928087054845
Malvern Hills,7,2020-11-23,1,555,0.18018018018018017,0.009242035024783888,1.0134668367373536
Malvern Hills,8,2021-01-14,5,570,0.8771929824561403,0.37524982722915207,2.036820372288988
Manchester,7,2020-11-23,2,442,0.4524886877828055,0.12417655043495297,1.6346232797638254
Manchester,8,2021-01-14,6,458,1.3100436681222707,0.6017506058103452,2.828313655017402
Mansfield,7,2020-11-23,9,502,1.7928286852589643,0.9460239814978226,3.3718227350632803
Mansfield,8,2021-01-14,9,495,1.8181818181818181,0.9594422836063923,3.4189946795781205
Medway,7,2020-11-23,4,528,0.7575757575757576,0.29498939614339204,1.9315122472131427
Medway,8,2021-01-14,8,523,1.5296367112810707,0.7770836507382574,2.9890320352041795
Melton,7,2020-11-23,4,576,0.6944444444444444,0.2703776151042126,1.7718114420180187
Melton,8,2021-01-14,2,553,0.3616636528028933,0.0992373123672799,1.3089658119656578
Mendip,7,2020-11-23,1,565,0.17699115044247787,0.00907845918363727,0.9956544302737761
Mendip,8,2021-01-14,4,590,0.6779661016949152,0.2639544029984493,1.7300894019271953
Merton,7,2020-11-23,2,504,0.3968253968253968,0.10889137591710998,1.4351847692057214
Merton,8,2021-01-14,13,520,2.5,1.4667315289537015,4.229926938643565
Mid Devon,7,2020-11-23,1,557,0.17953321364452424,0.009208849979811595,1.0098535506515836
Mid Devon,8,2021-01-14,4,576,0.6944444444444444,0.2703776151042126,1.7718114420180187
Mid Suffolk,7,2020-11-23,1,610,0.16393442622950818,0.008408736784844356,0.9226790617091936
Mid Suffolk,8,2021-01-14,5,635,0.7874015748031495,0.33678631799829634,1.8298637372823292
Mid Sussex,7,2020-11-23,6,597,1.0050251256281406,0.4614031849710048,2.175142377611687
Mid Sussex,8,2021-01-14,8,623,1.2841091492776886,0.6520831545791368,2.5132242036837926
Middlesbrough,7,2020-11-23,7,446,1.5695067264573992,0.7623034185377082,3.2038625430140235
Middlesbrough,8,2021-01-14,6,466,1.2875536480686696,0.5913973016632148,2.780263185782127
Milton Keynes,7,2020-11-23,6,510,1.1764705882352942,0.540271846847681,2.54267495488597
Milton Keynes,8,2021-01-14,11,525,2.0952380952380953,1.1738987915466548,3.7125295301511296
Mole Valley,7,2020-11-23,5,574,0.8710801393728222,0.37263092006210313,2.0227421722291457
Mole Valley,8,2021-01-14,8,621,1.288244766505636,0.6541877851951698,2.5212511266437247
New Forest,7,2020-11-23,4,577,0.6932409012131715,0.26990846497720883,1.768764677387029
New Forest,8,2021-01-14,6,629,0.9538950715421303,0.4378912297190063,2.0653358581862054
Newark and Sherwood,7,2020-11-23,2,582,0.3436426116838488,0.09428983907827772,1.2442051927480933
Newark and Sherwood,8,2021-01-14,5,546,0.9157509157509158,0.3917703621649113,2.1255841586057547
Newcastle upon Tyne,7,2020-11-23,5,448,1.1160714285714286,0.47763514111964966,2.5857089922009884
Newcastle upon Tyne,8,2021-01-14,7,468,1.4957264957264957,0.7263776165077358,3.05486256219265
Newcastle-under-Lyme,7,2020-11-23,5,534,0.9363295880149813,0.4005884021967894,2.172931841304669
Newcastle-under-Lyme,8,2021-01-14,4,479,0.8350730688935281,0.3252090845728792,2.1272437038881704
Newham,7,2020-11-23,6,248,2.4193548387096775,1.1134220358494396,5.1768285427786465
Newham,8,2021-01-14,13,307,4.234527687296417,2.4911219309641868,7.109096435630173
North Devon,7,2020-11-23,1,566,0.17667844522968199,0.009062419503100808,0.9939075663929228
North Devon,8,2021-01-14,2,564,0.3546099290780142,0.09730075893989194,1.283623211807056
North East Derbyshire,7,2020-11-23,6,576,1.0416666666666665,0.47825519281100987,2.2537776033455716
North East Derbyshire,8,2021-01-14,6,571,1.0507880910683012,0.48245060568954373,2.2733455495135604
North East Lincolnshire,7,2020-11-23,4,573,0.6980802792321117,0.27179490241852655,1.781015040352063
North East Lincolnshire,8,2021-01-14,2,476,0.42016806722689076,0.11530096330789631,1.5188760500677447
North Hertfordshire,7,2020-11-23,1,587,0.17035775127768313,0.008738210287487322,0.9585890682905652
North Hertfordshire,8,2021-01-14,7,631,1.109350237717908,0.538386744931846,2.2719934803667834
North Kesteven,7,2020-11-23,5,603,0.8291873963515755,0.35468442429151736,1.9262175509283264
North Kesteven,8,2021-01-14,7,579,1.2089810017271159,0.5868383313728867,2.4742786414646423
North Lincolnshire,7,2020-11-23,5,581,0.8605851979345954,0.36813473246888556,1.9985680058432695
North Lincolnshire,8,2021-01-14,5,498,1.0040160642570282,0.4295967404483235,2.328537044118013
North Norfolk,7,2020-11-23,0,589,0,4.308707294960666e-17,0.6479740516690112
North Norfolk,8,2021-01-14,1,622,0.1607717041800643,0.008246510351696233,0.904990981112332
North Somerset,7,2020-11-23,8,638,1.2539184952978055,0.6367199055076631,2.4546134055486837
North Somerset,8,2021-01-14,6,607,0.9884678747940692,0.4537889462264722,2.1395940980871933
North Tyneside,7,2020-11-23,2,480,0.4166666666666667,0.11433949532137715,1.506327497500351
North Tyneside,8,2021-01-14,2,475,0.42105263157894735,0.1155438621520975,1.5220459238297424
North Warwickshire,7,2020-11-23,3,512,0.5859375,0.19946757921860936,1.7083780683944112
North Warwickshire,8,2021-01-14,10,447,2.237136465324385,1.2196191722781662,4.068594312581532
North West Leicestershire,7,2020-11-23,6,522,1.1494252873563218,0.5278273303937624,2.4847648787146257
North West Leicestershire,8,2021-01-14,4,569,0.7029876977152899,0.2737078947841814,1.7934362754495996
Northampton,7,2020-11-23,4,546,0.7326007326007326,0.2852522280695768,1.868361078226353
Northampton,8,2021-01-14,7,489,1.4314928425357873,0.6951076821961067,2.925013657308575
Northumberland,7,2020-11-23,3,501,0.5988023952095809,0.20385151314762565,1.7455642190079106
Northumberland,8,2021-01-14,3,556,0.539568345323741,0.1836680676649954,1.5742329712157541
Norwich,7,2020-11-23,3,564,0.5319148936170213,0.18106051928192152,1.5520744372837874
Norwich,8,2021-01-14,12,579,2.072538860103627,1.1894810097156834,3.5873684060804734
Nottingham,7,2020-11-23,8,478,1.6736401673640167,0.8504452161221214,3.267394471076246
Nottingham,8,2021-01-14,6,495,1.2121212121212122,0.5566777501760264,2.618972256570556
Nuneaton and Bedworth,7,2020-11-23,6,516,1.1627906976744187,0.5339770921843321,2.5133863975673054
Nuneaton and Bedworth,8,2021-01-14,5,442,1.1312217194570136,0.4841315358668188,2.6204381596717026
Oadby and Wigston,7,2020-11-23,7,450,1.5555555555555556,0.7555094832788614,3.1757000776667406
Oadby and Wigston,8,2021-01-14,6,508,1.1811023622047243,0.5424032088181335,2.552590084064698
Oldham,7,2020-11-23,10,391,2.557544757033248,1.3950254196738823,4.643210507197475
Oldham,8,2021-01-14,3,431,0.6960556844547563,0.23699838205375315,2.02623080666816
Oxford,7,2020-11-23,2,560,0.35714285714285715,0.09799615274854387,1.292724358846147
Oxford,8,2021-01-14,9,567,1.5873015873015872,0.8372891220191229,2.9888973756849095
Pendle,7,2020-11-23,3,382,0.7853403141361256,0.267438847092573,2.2832095074865513
Pendle,8,2021-01-14,1,402,0.24875621890547264,0.012759525967052382,1.3954199331865844
Peterborough,7,2020-11-23,2,548,0.36496350364963503,0.10014327938673746,1.3208189726070896
Peterborough,8,2021-01-14,5,516,0.9689922480620154,0.41458576475850006,2.24804504042866
Plymouth,7,2020-11-23,2,596,0.33557046979865773,0.09207381422745643,1.2151814121969828
Plymouth,8,2021-01-14,3,517,0.5802707930367506,0.1975366117152033,1.691994003412377
Portsmouth,7,2020-11-23,5,551,0.9074410163339384,0.3882097160537645,2.106459454868305
Portsmouth,8,2021-01-14,6,561,1.06951871657754,0.49106619712635274,2.3135188016038684
Preston,7,2020-11-23,5,439,1.1389521640091116,0.4874464562150271,2.638154940175122
Preston,8,2021-01-14,2,399,0.5012531328320802,0.13756948845566827,1.8089677035329002
Reading,7,2020-11-23,4,589,0.6791171477079796,0.26440306569835403,1.7330042755914516
Reading,8,2021-01-14,14,520,2.6923076923076925,1.6104043272968858,4.468049045289867
Redbridge,7,2020-11-23,6,479,1.2526096033402923,0.5753123637441724,2.705569700398737
Redbridge,8,2021-01-14,9,407,2.211302211302211,1.1676483470705026,4.148625936296434
Redcar and Cleveland,7,2020-11-23,4,517,0.7736943907156674,0.3012741122376072,1.9722505122241119
Redcar and Cleveland,8,2021-01-14,2,497,0.4024144869215292,0.11042602318348275,1.4552308693505358
Redditch,7,2020-11-23,4,542,0.7380073800738007,0.2873600803039529,1.8820351954374557
Redditch,8,2021-01-14,7,509,1.37524557956778,0.6677312628419189,2.811211110834635
Reigate and Banstead,7,2020-11-23,1,553,0.18083182640144665,0.009275460106247843,1.017106072519288
Reigate and Banstead,8,2021-01-14,6,583,1.0291595197255576,0.4725027253839587,2.2269416616109257
Ribble Valley,7,2020-11-23,2,487,0.41067761806981523,0.1126949554287712,1.4848593423549117
Ribble Valley,8,2021-01-14,8,469,1.7057569296375266,0.8668117259575595,3.329406361639998
Richmond upon Thames,7,2020-11-23,4,575,0.6956521739130435,0.27084839901069574,1.7748687209791862
Richmond upon Thames,8,2021-01-14,7,585,1.1965811965811968,0.5808072697621003,2.4491184519128333
Richmondshire,7,2020-11-23,3,533,0.5628517823639775,0.1916012002262377,1.6416139248338384
Richmondshire,8,2021-01-14,5,525,0.9523809523809524,0.40746690866574375,2.209850359076521
Rochdale,7,2020-11-23,3,415,0.7228915662650602,0.2461467744184392,2.1035391540959223
Rochdale,8,2021-01-14,8,424,1.8867924528301887,0.9590994600000059,3.6784732697175144
Rochford,7,2020-11-23,3,483,0.6211180124223602,0.21145639290929422,1.8100351301285529
Rochford,8,2021-01-14,6,526,1.1406844106463878,0.5238055857418974,2.4660432750765042
Rossendale,7,2020-11-23,10,490,2.0408163265306123,1.1122355077865653,3.7155201200272927
Rossendale,8,2021-01-14,8,435,1.839080459770115,0.9347715239788689,3.5865558077674082
Rother,7,2020-11-23,3,561,0.53475935828877,0.1820296270215761,1.5603103990171718
Rother,8,2021-01-14,9,593,1.5177065767284992,0.8004864045489694,2.8590212415604195
Rotherham,7,2020-11-23,7,515,1.3592233009708738,0.6599339294092373,2.7787771676659743
Rotherham,8,2021-01-14,2,480,0.4166666666666667,0.11433949532137715,1.506327497500351
Rugby,7,2020-11-23,5,537,0.931098696461825,0.3983468856686904,2.1608982674073056
Rugby,8,2021-01-14,5,548,0.9124087591240875,0.3903382943979258,2.117892756287146
Runnymede,7,2020-11-23,7,534,1.3108614232209739,0.6364009234626015,2.680832905966327
Runnymede,8,2021-01-14,6,605,0.9917355371900827,0.4552916228696281,2.1466104965061628
Rushcliffe,7,2020-11-23,4,551,0.7259528130671506,0.2826605034516867,1.8515453372334956
Rushcliffe,8,2021-01-14,4,599,0.667779632721202,0.2599839278894288,1.7042902021378796
Rushmoor,7,2020-11-23,1,500,0.2,0.010258658877510115,1.1240706705146757
Rushmoor,8,2021-01-14,13,543,2.394106813996317,1.4043732869220071,4.052685306449742
Rutland,7,2020-11-23,3,567,0.5291005291005291,0.18010167577333325,1.5439249639570167
Rutland,8,2021-01-14,7,588,1.1904761904761905,0.5778379884175715,2.4367292668479004
Ryedale,7,2020-11-23,1,546,0.18315018315018314,0.00939437626145615,1.030051838922989
Ryedale,8,2021-01-14,5,554,0.9025270758122743,0.38610422683882245,2.09514893242899
Salford,7,2020-11-23,8,385,2.0779220779220777,1.0565940747875155,4.046117678447518
Salford,8,2021-01-14,3,376,0.7978723404255319,0.271712215617964,2.3192263436560068
Sandwell,7,2020-11-23,6,429,1.3986013986013985,0.6425260419529347,3.017349530931246
Sandwell,8,2021-01-14,9,435,2.0689655172413794,1.0922319682787844,3.884840817731234
Scarborough,7,2020-11-23,7,578,1.2110726643598615,0.5878557067869353,2.4785223503656266
Scarborough,8,2021-01-14,3,520,0.576923076923077,0.19639587282406484,1.682313544878355
Sedgemoor,7,2020-11-23,2,588,0.3401360544217687,0.09332718583412362,1.2315983839830111
Sedgemoor,8,2021-01-14,6,590,1.0169491525423728,0.46688699549736584,2.2007372643772434
Sefton,7,2020-11-23,5,504,0.992063492063492,0.4244737428970296,2.301073488484328
Sefton,8,2021-01-14,11,495,2.2222222222222223,1.2452977560186858,3.9349971781244477
Selby,7,2020-11-23,3,600,0.5,0.17018776582780126,1.459620634528569
Selby,8,2021-01-14,8,536,1.4925373134328357,0.758189371783798,2.9172339393562186
Sevenoaks,7,2020-11-23,3,592,0.5067567567567568,0.17248955772059607,1.479201286379546
Sevenoaks,8,2021-01-14,13,621,2.0933977455716586,1.2274046850184783,3.5484401952197735
Sheffield,7,2020-11-23,10,538,1.858736059479554,1.0127024482740905,3.3873777657029884
Sheffield,8,2021-01-14,3,522,0.5747126436781609,0.1956426716828272,1.675921210473895
Shropshire,7,2020-11-23,2,568,0.35211267605633806,0.0966151648096246,1.2746493176337308
Shropshire,8,2021-01-14,5,585,0.8547008547008548,0.36561386438776966,1.9850118623426802
Slough,7,2020-11-23,5,469,1.0660980810234542,0.45620914841665433,2.4710846754404736
Slough,8,2021-01-14,10,445,2.247191011235955,1.2251206915341772,4.086656630314884
Solihull,7,2020-11-23,5,503,0.9940357852882704,0.4253190738357408,2.305605671922051
Solihull,8,2021-01-14,11,553,1.9891500904159132,1.1142714179675912,3.5264496367150864
Somerset West and Taunton,7,2020-11-23,0,603,0,0,0.6330251113955574
Somerset West and Taunton,8,2021-01-14,3,580,0.5172413793103449,0.1760614072825257,1.509577505817781
South Cambridgeshire,7,2020-11-23,4,632,0.6329113924050633,0.24639406145766873,1.615934771685215
South Cambridgeshire,8,2021-01-14,3,622,0.482315112540193,0.16416338760678262,1.4083528913944363
South Derbyshire,7,2020-11-23,3,513,0.5847953216374269,0.19907837150069332,1.705075920445995
South Derbyshire,8,2021-01-14,9,531,1.694915254237288,0.8942132857382719,3.189512547493456
South Gloucestershire,7,2020-11-23,4,624,0.641025641025641,0.24955643731606256,1.6365023207239888
South Gloucestershire,8,2021-01-14,9,626,1.4376996805111821,0.7581882233292235,2.709582675968157
South Hams,7,2020-11-23,2,617,0.3241491085899514,0.08893843228210402,1.1740988068206446
South Hams,8,2021-01-14,2,643,0.3110419906687403,0.08534041604771538,1.1269286359376791
South Holland,7,2020-11-23,3,602,0.4983388704318937,0.1696218847982667,1.4548062023536257
South Holland,8,2021-01-14,12,625,1.92,1.101670206328097,3.3257507962417656
South Kesteven,7,2020-11-23,8,620,1.2903225806451613,0.6552452033694657,2.525283846142936
South Kesteven,8,2021-01-14,7,580,1.206896551724138,0.5858244713458353,2.470049439481296
South Lakeland,7,2020-11-23,2,557,0.3590664272890485,0.09852425621977402,1.2996353657851156
South Lakeland,8,2021-01-14,3,576,0.5208333333333333,0.17728512544209366,1.5199820621629623
South Norfolk,7,2020-11-23,1,604,0.16556291390728478,0.008492267282707048,0.9317849461405635
South Norfolk,8,2021-01-14,8,620,1.2903225806451613,0.6552452033694657,2.525283846142936
South Northamptonshire,7,2020-11-23,0,579,0,0,0.65909155269545
South Northamptonshire,8,2021-01-14,10,620,1.6129032258064515,0.8784133275537894,2.9433042712995894
South Oxfordshire,7,2020-11-23,4,580,0.6896551724137931,0.2685107326668356,1.7596869298651774
South Oxfordshire,8,2021-01-14,10,636,1.5723270440251573,0.8562584567734227,2.869892528290415
South Ribble,7,2020-11-23,1,448,0.2232142857142857,0.011449396068649682,1.2533979306846614
South Ribble,8,2021-01-14,2,432,0.4629629629629629,0.12705309095591866,1.6721008587191881
South Somerset,7,2020-11-23,1,607,0.16474464579901155,0.008450295615741446,0.9272096478650559
South Somerset,8,2021-01-14,5,652,0.7668711656441718,0.3279934805823272,1.7824950581543424
South Staffordshire,7,2020-11-23,8,511,1.5655577299412915,0.7953800401974607,3.058516820817453
South Staffordshire,8,2021-01-14,10,529,1.890359168241966,1.0299847752680271,3.4444153349375464
South Tyneside,7,2020-11-23,3,456,0.6578947368421052,0.22399068100598213,1.916194513676866
South Tyneside,8,2021-01-14,7,440,1.5909090909090908,0.772726561022578,3.2470553827597017
Southampton,7,2020-11-23,4,553,0.7233273056057866,0.28163695259469823,1.8449034895937373
Southampton,8,2021-01-14,9,553,1.62748643761302,0.8585432393213333,3.063840497505846
Southend-on-Sea,7,2020-11-23,4,485,0.8247422680412372,0.321180174604485,2.1011714093346225
Southend-on-Sea,8,2021-01-14,15,514,2.9182879377431905,1.7763573258908518,4.758742991832442
Southwark,7,2020-11-23,6,469,1.279317697228145,0.5876060735521648,2.762662504885106
Southwark,8,2021-01-14,16,494,3.2388663967611335,2.003306010288229,5.1960660359042965
Spelthorne,7,2020-11-23,7,551,1.2704174228675136,0.6167237483974494,2.5988720829983945
Spelthorne,8,2021-01-14,13,542,2.3985239852398523,1.406974051837956,4.060082057305428
St Albans,7,2020-11-23,3,612,0.49019607843137253,0.1668480038941699,1.4312027086285024
St Albans,8,2021-01-14,9,639,1.4084507042253522,0.7427276191046713,2.6549155355174228
St. Helens,7,2020-11-23,1,461,0.21691973969631237,0.01112652806671379,1.2183542300347794
St. Helens,8,2021-01-14,6,394,1.5228426395939088,0.6997525287536662,3.2820996561976816
Stafford,7,2020-11-23,9,550,1.6363636363636365,0.8632388485863748,3.0803913135906478
Stafford,8,2021-01-14,5,505,0.9900990099009901,0.4236317655323574,2.2965590877785136
Staffordshire Moorlands,7,2020-11-23,3,525,0.5714285714285714,0.19452364032812697,1.666423276095631
Staffordshire Moorlands,8,2021-01-14,4,507,0.7889546351084813,0.30722446071942955,2.010805647492772
Stevenage,7,2020-11-23,3,473,0.6342494714587738,0.2159316947420583,1.8479531958531599
Stevenage,8,2021-01-14,13,501,2.5948103792415167,1.5225808952782005,4.388474605275091
Stockport,7,2020-11-23,8,538,1.486988847583643,0.7553638070464503,2.9064930881196407
Stockport,8,2021-01-14,5,548,0.9124087591240875,0.3903382943979258,2.117892756287146
Stockton-on-Tees,7,2020-11-23,4,453,0.8830022075055187,0.34390284954923783,2.24812521446712
Stockton-on-Tees,8,2021-01-14,5,477,1.0482180293501049,0.44854400447610293,2.4300469669932703
Stoke-on-Trent,7,2020-11-23,8,497,1.6096579476861168,0.8178455306571316,3.143779145425755
Stoke-on-Trent,8,2021-01-14,4,461,0.8676789587852495,0.33792599897441394,2.209492824367201
Stratford-on-Avon,7,2020-11-23,1,586,0.17064846416382254,0.008753121909138325,0.9602138871110515
Stratford-on-Avon,8,2021-01-14,8,580,1.3793103448275863,0.700538789894796,2.6978938703640423
Stroud,7,2020-11-23,5,579,0.8635578583765112,0.3694082474753834,2.0054157481786943
Stroud,8,2021-01-14,6,507,1.183431952662722,0.5434752084359032,2.55757670251608
Sunderland,7,2020-11-23,4,446,0.8968609865470852,0.34930875385268206,2.2830539571650466
Sunderland,8,2021-01-14,4,450,0.8888888888888888,0.346199040217373,2.2629629458788565
Surrey Heath,7,2020-11-23,6,585,1.0256410256410255,0.470884493357837,2.2193912308448547
Surrey Heath,8,2021-01-14,11,630,1.746031746031746,0.9777021004290701,3.0992572813024357
Sutton,7,2020-11-23,4,506,0.7905138339920948,0.30783244871245524,2.014744229944555
Sutton,8,2021-01-14,12,563,2.1314387211367674,1.223398776107508,3.6882847973943136
Swale,7,2020-11-23,8,607,1.3179571663920924,0.6693093917152819,2.5789080523004775
Swale,8,2021-01-14,7,519,1.348747591522158,0.6548360954239221,2.757567133068477
Swindon,7,2020-11-23,7,534,1.3108614232209739,0.6364009234626015,2.680832905966327
Swindon,8,2021-01-14,6,555,1.0810810810810811,0.49638485512638886,2.3383115638049965
Tameside,7,2020-11-23,7,452,1.5486725663716814,0.7521577271715173,3.1618036897763178
Tameside,8,2021-01-14,9,462,1.948051948051948,1.0281945605281186,3.6604089132775615
Tamworth,7,2020-11-23,11,482,2.2821576763485476,1.2790076330421734,4.0399000788316375
Tamworth,8,2021-01-14,2,437,0.4576659038901602,0.1255983527143624,1.6531496901015301
Tandridge,7,2020-11-23,1,550,0.18181818181818182,0.009326053525009195,1.0226141966901887
Tandridge,8,2021-01-14,9,613,1.468189233278956,0.774306171315645,2.7665483721600204
Teignbridge,7,2020-11-23,0,560,0,0,0.6813012346996885
Teignbridge,8,2021-01-14,2,609,0.3284072249589491,0.09010735350222324,1.189417506937806
Telford and Wrekin,7,2020-11-23,1,544,0.1838235294117647,0.009428914409476208,1.033811379450806
Telford and Wrekin,8,2021-01-14,7,446,1.5695067264573992,0.7623034185377082,3.2038625430140235
Tendring,7,2020-11-23,2,549,0.36429872495446264,0.09996076505930616,1.318431198058168
Tendring,8,2021-01-14,13,605,2.1487603305785123,1.2599733208350623,3.6413779896515868
Test Valley,7,2020-11-23,3,589,0.5093378607809848,0.17336886384169803,1.4866801550429092
Test Valley,8,2021-01-14,7,582,1.202749140893471,0.5838072248219626,2.4616342597409764
Tewkesbury,7,2020-11-23,6,510,1.1764705882352942,0.540271846847681,2.54267495488597
Tewkesbury,8,2021-01-14,1,473,0.21141649048625794,0.010844248284894414,1.1877017006899657
Thanet,7,2020-11-23,7,604,1.1589403973509933,0.5625009597736349,2.3727148866922017
Thanet,8,2021-01-14,7,570,1.2280701754385965,0.5961234889224621,2.5130033520276913
Three Rivers,7,2020-11-23,5,515,0.9708737864077669,0.41539213344760445,2.252370549232998
Three Rivers,8,2021-01-14,18,584,3.0821917808219177,1.9583763462808736,4.819209382466906
Thurrock,7,2020-11-23,2,434,0.4608294930875576,0.12646717043745656,1.6644684896562072
Thurrock,8,2021-01-14,9,309,2.912621359223301,1.5397619080812233,5.441876300303624
Tonbridge and Malling,7,2020-11-23,6,575,1.0434782608695654,0.47908842783215555,2.2576641974840768
Tonbridge and Malling,8,2021-01-14,7,565,1.238938053097345,0.6014099982455781,2.535045431301088
Torbay,7,2020-11-23,2,581,0.34423407917383825,0.0944522153660047,1.2463314624030208
Torbay,8,2021-01-14,3,560,0.5357142857142857,0.18235497241249082,1.5630751776297007
Torridge,7,2020-11-23,2,558,0.35842293906810035,0.0983475904272972,1.2973235010498883
Torridge,8,2021-01-14,1,555,0.18018018018018017,0.009242035024783888,1.0134668367373536
Tower Hamlets,7,2020-11-23,7,481,1.4553014553014554,0.7066972845720814,2.9731569226343035
Tower Hamlets,8,2021-01-14,13,449,2.89532293986637,1.6997117837115279,4.890113030122505
Trafford,7,2020-11-23,3,547,0.5484460694698354,0.1866928125230388,1.5999299376533678
Trafford,8,2021-01-14,6,500,1.2,0.55109951740277,2.593036111644729
Tunbridge Wells,7,2020-11-23,5,591,0.8460236886632826,0.36189663713581455,1.965018983059116
Tunbridge Wells,8,2021-01-14,11,601,1.8302828618968388,1.0250172418229928,3.2474178639118563
Uttlesford,7,2020-11-23,1,568,0.17605633802816903,0.00903050957527299,0.9904321634126061
Uttlesford,8,2021-01-14,9,604,1.490066225165563,0.7858721907923872,2.807409988917749
Vale of White Horse,7,2020-11-23,1,617,0.1620745542949757,0.008313337826183239,0.9122779342822999
Vale of White Horse,8,2021-01-14,7,624,1.1217948717948718,0.5444378173561611,2.2972762125211625
Wakefield,7,2020-11-23,10,513,1.949317738791423,1.0622109597876372,3.550704357627979
Wakefield,8,2021-01-14,5,511,0.9784735812133072,0.418649221985955,2.269840328253382
Walsall,7,2020-11-23,13,433,3.0023094688221708,1.7628131478522664,5.068374281393739
Walsall,8,2021-01-14,8,462,1.7316017316017316,0.8799833671015646,3.379289491721259
Waltham Forest,7,2020-11-23,4,498,0.8032128514056224,0.31278437609723286,2.046817169881261
Waltham Forest,8,2021-01-14,14,452,3.0973451327433628,1.853831227613249,5.131373431715249
Wandsworth,7,2020-11-23,2,507,0.39447731755424065,0.1082466504643814,1.426761655008038
Wandsworth,8,2021-01-14,10,544,1.8382352941176472,1.0014995407791514,3.350390670672939
Warrington,7,2020-11-23,4,553,0.7233273056057866,0.28163695259469823,1.8449034895937373
Warrington,8,2021-01-14,5,503,0.9940357852882704,0.4253190738357408,2.305605671922051
Warwick,7,2020-11-23,7,568,1.232394366197183,0.5982269005723423,2.521774027217762
Warwick,8,2021-01-14,2,567,0.3527336860670194,0.09678565597083073,1.2768810074305725
Watford,7,2020-11-23,5,476,1.050420168067227,0.4494880315377376,2.4351019859051624
Watford,8,2021-01-14,12,506,2.371541501976284,1.3617287306581023,4.099078416154507
Waverley,7,2020-11-23,3,577,0.5199306759098787,0.17697760389034095,1.517367500309975
Waverley,8,2021-01-14,10,636,1.5723270440251573,0.8562584567734227,2.869892528290415
Wealden,7,2020-11-23,2,630,0.31746031746031744,0.08710228332883493,1.1500302379934058
Wealden,8,2021-01-14,7,629,1.1128775834658187,0.5401018537273561,2.2791601544763807
Wellingborough,7,2020-11-23,4,489,0.81799591002045,0.3185492391988591,2.084142054067987
Wellingborough,8,2021-01-14,6,482,1.2448132780082988,0.5717239357108096,2.688899161203736
Welwyn Hatfield,7,2020-11-23,6,524,1.1450381679389312,0.5258087678802135,2.475368679622146
Welwyn Hatfield,8,2021-01-14,12,545,2.2018348623853212,1.2639450444507794,3.808823853241021
West Berkshire,7,2020-11-23,1,607,0.16474464579901155,0.008450295615741446,0.9272096478650559
West Berkshire,8,2021-01-14,10,631,1.5847860538827259,0.8630608490160535,2.892437234707548
West Devon,7,2020-11-23,4,556,0.7194244604316548,0.2801154502925196,1.8350295848104814
West Devon,8,2021-01-14,1,599,0.1669449081803005,0.008563154321794754,0.9395116161694648
West Lancashire,7,2020-11-23,0,451,0,0,0.84457094800773
West Lancashire,8,2021-01-14,3,462,0.6493506493506493,0.22107853633919686,1.89154124756934
West Lindsey,7,2020-11-23,4,574,0.6968641114982579,0.2713208252458268,1.7779365687911355
West Lindsey,8,2021-01-14,3,555,0.5405405405405406,0.18399930158775377,1.5770473540169063
West Oxfordshire,7,2020-11-23,0,562,0,0,0.6788931353139714
West Oxfordshire,8,2021-01-14,4,573,0.6980802792321117,0.27179490241852655,1.781015040352063
West Suffolk,7,2020-11-23,1,546,0.18315018315018314,0.00939437626145615,1.030051838922989
West Suffolk,8,2021-01-14,4,593,0.6745362563237773,0.2626175046110148,1.7214033179524506
Westminster,7,2020-11-23,5,470,1.0638297872340425,0.45523670895753593,2.4658793232155496
Westminster,8,2021-01-14,12,467,2.569593147751606,1.4759113204731356,4.437216824705072
Wigan,7,2020-11-23,6,445,1.348314606741573,0.6193705145523242,2.910040262766837
Wigan,8,2021-01-14,16,475,3.3684210526315788,2.0838419405668973,5.401194737118782
Wiltshire,7,2020-11-23,1,584,0.17123287671232876,0.008783098354032633,0.9634801054489093
Wiltshire,8,2021-01-14,2,612,0.32679738562091504,0.08966542495894304,1.1836263790242003
Winchester,7,2020-11-23,3,596,0.5033557046979865,0.17133093110480221,1.4693457303655006
Winchester,8,2021-01-14,5,621,0.8051529790660225,0.344389455398699,1.8708058754005812
Windsor and Maidenhead,7,2020-11-23,6,565,1.0619469026548671,0.4875832966080971,2.2972803196156892
Windsor and Maidenhead,8,2021-01-14,4,563,0.7104795737122558,0.2766284134606504,1.81239641639744
Wirral,7,2020-11-23,3,535,0.5607476635514018,0.19088425934096567,1.6355265818428388
Wirral,8,2021-01-14,6,424,1.4150943396226416,0.6501214094514629,3.0525255627142682
Woking,7,2020-11-23,4,568,0.7042253521126761,0.2741903579067672,1.796568702675288
Woking,8,2021-01-14,7,605,1.1570247933884297,0.5615693832942154,2.3688254776688407
Wokingham,7,2020-11-23,0,612,0,0,0.6237739869040853
Wokingham,8,2021-01-14,6,608,0.9868421052631579,0.4530413214452468,2.136103070833769
Wolverhampton,7,2020-11-23,4,422,0.9478672985781991,0.3692070482555028,2.411513000348342
